bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b41_V11,b41,V11,Thalamic_Radiation_Inferior_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Thalamic_Radiation_Inferior_R,mlp,0
b3_V13,b3,V13,Cingulum_Frontal_Parahippocampal_L : Irregularity,Irregularity,Cingulum_Frontal_Parahippocampal_L,mlp,0
b19_V12,b19,V12,Fornix_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Fornix_R,mlp,0
b5_V10,b5,V10,Cingulum_Frontal_Parietal_L : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Frontal_Parietal_L,mlp,0
b48_V18,b48,V18,Vertical_Occipital_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Vertical_Occipital_Fasciculus_L,mlp,0
b40_V15,b40,V15,Thalamic_Radiation_Inferior_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Thalamic_Radiation_Inferior_L,mlp,3.2757
b29_V24,b29,V24,Optic_Radiation_R : ad,ad,Optic_Radiation_R,mlp,0
b27_V18,b27,V18,Middle_Longitudinal_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Middle_Longitudinal_Fasciculus_R,mlp,0
b25_V27,b25,V27,Inferior_Longitudinal_Fasciculus_R : iso,iso,Inferior_Longitudinal_Fasciculus_R,mlp,0
b49_V28,b49,V28,Vertical_Occipital_Fasciculus_R : rdi,rdi,Vertical_Occipital_Fasciculus_R,mlp,0
b20_V10,b20,V10,Frontal_Aslant_Tract_L : TotalSurfaceArea,TotalSurfaceArea,Frontal_Aslant_Tract_L,mlp,0
b18_V21,b18,V21,Fornix_L : nqa,nqa,Fornix_L,mlp,0
b31_V11,b31,V11,Parietal_Aslant_Tract_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Parietal_Aslant_Tract_R,mlp,0
b47_V19,b47,V19,Uncinate_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Uncinate_Fasciculus_R,mlp,0
b33_V11,b33,V11,Superior_Longitudinal_Fasciculus1_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Superior_Longitudinal_Fasciculus1_R,mlp,0
b24_V25,b24,V25,Inferior_Longitudinal_Fasciculus_L : rd,rd,Inferior_Longitudinal_Fasciculus_L,mlp,0
b46_V4,b46,V4,Uncinate_Fasciculus_L : Curl,Curl,Uncinate_Fasciculus_L,mlp,0
b1_V8,b1,V8,Arcuate_Fasciculus_L : TrunkVolume,TrunkVolume,Arcuate_Fasciculus_L,mlp,20.96448
b12_V9,b12,V9,Cingulum_Rarolfactory_R : BranchVolume,BranchVolume,Cingulum_Rarolfactory_R,mlp,0
b35_V1,b35,V1,Superior_Longitudinal_Fasciculus2_R : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus2_R,mlp,0
b22_V3,b22,V3,Inferior_Fronto_Occipital_Fasciculus_L : Span,Span,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b12_V10,b12,V10,Cingulum_Rarolfactory_R : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Rarolfactory_R,mlp,0
b41_V8,b41,V8,Thalamic_Radiation_Inferior_R : TrunkVolume,TrunkVolume,Thalamic_Radiation_Inferior_R,mlp,13.75794
b33_V2,b33,V2,Superior_Longitudinal_Fasciculus1_R : MeanLength,MeanLength,Superior_Longitudinal_Fasciculus1_R,mlp,0
b26_V31,b26,V31,Middle_Longitudinal_Fasciculus_L : nrdi06L,nrdi06L,Middle_Longitudinal_Fasciculus_L,mlp,0
b23_V22,b23,V22,Inferior_Fronto_Occipital_Fasciculus_R : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_R,mlp,0
b34_V13,b34,V13,Superior_Longitudinal_Fasciculus2_L : Irregularity,Irregularity,Superior_Longitudinal_Fasciculus2_L,mlp,19.87258
b20_V28,b20,V28,Frontal_Aslant_Tract_L : rdi,rdi,Frontal_Aslant_Tract_L,mlp,0
b33_V30,b33,V30,Superior_Longitudinal_Fasciculus1_R : nrdi04L,nrdi04L,Superior_Longitudinal_Fasciculus1_R,mlp,0
b1_V14,b1,V14,Arcuate_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Arcuate_Fasciculus_L,mlp,0
b16_V2,b16,V2,Corticospinal_Tract_L : MeanLength,MeanLength,Corticospinal_Tract_L,mlp,0
b19_V4,b19,V4,Fornix_R : Curl,Curl,Fornix_R,mlp,0
b48_V11,b48,V11,Vertical_Occipital_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Vertical_Occipital_Fasciculus_L,mlp,0
b5_V19,b5,V19,Cingulum_Frontal_Parietal_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Frontal_Parietal_L,mlp,0
b25_V2,b25,V2,Inferior_Longitudinal_Fasciculus_R : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_R,mlp,0
b32_V25,b32,V25,Superior_Longitudinal_Fasciculus1_L : rd,rd,Superior_Longitudinal_Fasciculus1_L,mlp,0
b42_V28,b42,V28,Thalamic_Radiation_Posterior_L : rdi,rdi,Thalamic_Radiation_Posterior_L,mlp,0
b33_V21,b33,V21,Superior_Longitudinal_Fasciculus1_R : nqa,nqa,Superior_Longitudinal_Fasciculus1_R,mlp,0
b42_V26,b42,V26,Thalamic_Radiation_Posterior_L : gfa,gfa,Thalamic_Radiation_Posterior_L,mlp,0
b35_V31,b35,V31,Superior_Longitudinal_Fasciculus2_R : nrdi06L,nrdi06L,Superior_Longitudinal_Fasciculus2_R,mlp,0
b3_V18,b3,V18,Cingulum_Frontal_Parahippocampal_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Cingulum_Frontal_Parahippocampal_L,mlp,0
b17_V14,b17,V14,Corticospinal_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Corticospinal_Tract_R,mlp,0
b24_V15,b24,V15,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,mlp,0
b46_V9,b46,V9,Uncinate_Fasciculus_L : BranchVolume,BranchVolume,Uncinate_Fasciculus_L,mlp,0
b21_V1,b21,V1,Frontal_Aslant_Tract_R : NumberOfTracts,NumberOfTracts,Frontal_Aslant_Tract_R,mlp,0
b22_V27,b22,V27,Inferior_Fronto_Occipital_Fasciculus_L : iso,iso,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b35_V27,b35,V27,Superior_Longitudinal_Fasciculus2_R : iso,iso,Superior_Longitudinal_Fasciculus2_R,mlp,0
b38_V6,b38,V6,Thalamic_Radiation_Anterior_L : Diameter,Diameter,Thalamic_Radiation_Anterior_L,mlp,0
b6_V16,b6,V16,Cingulum_Frontal_Parietal_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Frontal_Parietal_R,mlp,0
b31_V14,b31,V14,Parietal_Aslant_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Parietal_Aslant_Tract_R,mlp,0
b36_V1,b36,V1,Superior_Longitudinal_Fasciculus3_L : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus3_L,mlp,0
b46_V21,b46,V21,Uncinate_Fasciculus_L : nqa,nqa,Uncinate_Fasciculus_L,mlp,0
b19_V11,b19,V11,Fornix_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Fornix_R,mlp,0
b12_V15,b12,V15,Cingulum_Rarolfactory_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Rarolfactory_R,mlp,0
b38_V19,b38,V19,Thalamic_Radiation_Anterior_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Thalamic_Radiation_Anterior_L,mlp,0
b17_V1,b17,V1,Corticospinal_Tract_R : NumberOfTracts,NumberOfTracts,Corticospinal_Tract_R,mlp,2.62056
b9_V23,b9,V23,Cingulum_Parahippocampal_Parietal_L : md,md,Cingulum_Parahippocampal_Parietal_L,mlp,0
b46_V26,b46,V26,Uncinate_Fasciculus_L : gfa,gfa,Uncinate_Fasciculus_L,mlp,0
b12_V17,b12,V17,Cingulum_Rarolfactory_R : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Rarolfactory_R,mlp,0
b40_V14,b40,V14,Thalamic_Radiation_Inferior_L : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Inferior_L,mlp,0
b22_V21,b22,V21,Inferior_Fronto_Occipital_Fasciculus_L : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b28_V26,b28,V26,Optic_Radiation_L : gfa,gfa,Optic_Radiation_L,mlp,0
b21_V4,b21,V4,Frontal_Aslant_Tract_R : Curl,Curl,Frontal_Aslant_Tract_R,mlp,0
b12_V24,b12,V24,Cingulum_Rarolfactory_R : ad,ad,Cingulum_Rarolfactory_R,mlp,0
b14_V7,b14,V7,Corpus_Callosum_Forceps_Major : Volume,Volume,Corpus_Callosum_Forceps_Major,mlp,0
b24_V13,b24,V13,Inferior_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_L,mlp,0
b29_V18,b29,V18,Optic_Radiation_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Optic_Radiation_R,mlp,0
b5_V1,b5,V1,Cingulum_Frontal_Parietal_L : NumberOfTracts,NumberOfTracts,Cingulum_Frontal_Parietal_L,mlp,0
b10_V13,b10,V13,Cingulum_Parahippocampal_Parietal_R : Irregularity,Irregularity,Cingulum_Parahippocampal_Parietal_R,mlp,0
b33_V9,b33,V9,Superior_Longitudinal_Fasciculus1_R : BranchVolume,BranchVolume,Superior_Longitudinal_Fasciculus1_R,mlp,0
b32_V10,b32,V10,Superior_Longitudinal_Fasciculus1_L : TotalSurfaceArea,TotalSurfaceArea,Superior_Longitudinal_Fasciculus1_L,mlp,0
b23_V1,b23,V1,Inferior_Fronto_Occipital_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_R,mlp,0
b22_V15,b22,V15,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b21_V17,b21,V17,Frontal_Aslant_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Frontal_Aslant_Tract_R,mlp,0
b10_V27,b10,V27,Cingulum_Parahippocampal_Parietal_R : iso,iso,Cingulum_Parahippocampal_Parietal_R,mlp,0
b10_V5,b10,V5,Cingulum_Parahippocampal_Parietal_R : Elongation,Elongation,Cingulum_Parahippocampal_Parietal_R,mlp,0
b43_V28,b43,V28,Thalamic_Radiation_Posterior_R : rdi,rdi,Thalamic_Radiation_Posterior_R,mlp,0
b33_V22,b33,V22,Superior_Longitudinal_Fasciculus1_R : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus1_R,mlp,0
b37_V3,b37,V3,Superior_Longitudinal_Fasciculus3_R : Span,Span,Superior_Longitudinal_Fasciculus3_R,mlp,0
b17_V17,b17,V17,Corticospinal_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Corticospinal_Tract_R,mlp,17.03364
b5_V30,b5,V30,Cingulum_Frontal_Parietal_L : nrdi04L,nrdi04L,Cingulum_Frontal_Parietal_L,mlp,0
b30_V10,b30,V10,Parietal_Aslant_Tract_L : TotalSurfaceArea,TotalSurfaceArea,Parietal_Aslant_Tract_L,mlp,0
b3_V30,b3,V30,Cingulum_Frontal_Parahippocampal_L : nrdi04L,nrdi04L,Cingulum_Frontal_Parahippocampal_L,mlp,0
b44_V7,b44,V7,Thalamic_Radiation_Superior_L : Volume,Volume,Thalamic_Radiation_Superior_L,mlp,0
b20_V12,b20,V12,Frontal_Aslant_Tract_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Frontal_Aslant_Tract_L,mlp,0
b14_V15,b14,V15,Corpus_Callosum_Forceps_Major : RadiusOfEndRegion1,RadiusOfEndRegion1,Corpus_Callosum_Forceps_Major,mlp,0
b49_V7,b49,V7,Vertical_Occipital_Fasciculus_R : Volume,Volume,Vertical_Occipital_Fasciculus_R,mlp,0
b47_V13,b47,V13,Uncinate_Fasciculus_R : Irregularity,Irregularity,Uncinate_Fasciculus_R,mlp,0
b38_V21,b38,V21,Thalamic_Radiation_Anterior_L : nqa,nqa,Thalamic_Radiation_Anterior_L,mlp,0
b32_V1,b32,V1,Superior_Longitudinal_Fasciculus1_L : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus1_L,mlp,0
b48_V10,b48,V10,Vertical_Occipital_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Vertical_Occipital_Fasciculus_L,mlp,0
b30_V23,b30,V23,Parietal_Aslant_Tract_L : md,md,Parietal_Aslant_Tract_L,mlp,0
b7_V10,b7,V10,Cingulum_Parahippocampal_L : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Parahippocampal_L,mlp,0
b43_V30,b43,V30,Thalamic_Radiation_Posterior_R : nrdi04L,nrdi04L,Thalamic_Radiation_Posterior_R,mlp,0
b25_V14,b25,V14,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,mlp,0
b9_V20,b9,V20,Cingulum_Parahippocampal_Parietal_L : qa,qa,Cingulum_Parahippocampal_Parietal_L,mlp,0
b37_V22,b37,V22,Superior_Longitudinal_Fasciculus3_R : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus3_R,mlp,0
b40_V16,b40,V16,Thalamic_Radiation_Inferior_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Thalamic_Radiation_Inferior_L,mlp,0
b47_V22,b47,V22,Uncinate_Fasciculus_R : dti_fa,dti_fa,Uncinate_Fasciculus_R,mlp,0
b21_V16,b21,V16,Frontal_Aslant_Tract_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Frontal_Aslant_Tract_R,mlp,0
b25_V1,b25,V1,Inferior_Longitudinal_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_R,mlp,0
b28_V7,b28,V7,Optic_Radiation_L : Volume,Volume,Optic_Radiation_L,mlp,0
b21_V20,b21,V20,Frontal_Aslant_Tract_R : qa,qa,Frontal_Aslant_Tract_R,mlp,0
b45_V26,b45,V26,Thalamic_Radiation_Superior_R : gfa,gfa,Thalamic_Radiation_Superior_R,mlp,0
b28_V25,b28,V25,Optic_Radiation_L : rd,rd,Optic_Radiation_L,mlp,0
b47_V16,b47,V16,Uncinate_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Uncinate_Fasciculus_R,mlp,0
b28_V18,b28,V18,Optic_Radiation_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Optic_Radiation_L,mlp,0
b20_V6,b20,V6,Frontal_Aslant_Tract_L : Diameter,Diameter,Frontal_Aslant_Tract_L,mlp,0
b9_V27,b9,V27,Cingulum_Parahippocampal_Parietal_L : iso,iso,Cingulum_Parahippocampal_Parietal_L,mlp,0
b13_V18,b13,V18,Corpus_Callosum_Body : RadiusOfEndRegion2,RadiusOfEndRegion2,Corpus_Callosum_Body,mlp,0
b2_V14,b2,V14,Arcuate_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Arcuate_Fasciculus_R,mlp,21.61962
b46_V24,b46,V24,Uncinate_Fasciculus_L : ad,ad,Uncinate_Fasciculus_L,mlp,0
b32_V22,b32,V22,Superior_Longitudinal_Fasciculus1_L : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus1_L,mlp,0
b46_V31,b46,V31,Uncinate_Fasciculus_L : nrdi06L,nrdi06L,Uncinate_Fasciculus_L,mlp,0
b49_V15,b49,V15,Vertical_Occipital_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Vertical_Occipital_Fasciculus_R,mlp,0
b20_V21,b20,V21,Frontal_Aslant_Tract_L : nqa,nqa,Frontal_Aslant_Tract_L,mlp,0
b16_V15,b16,V15,Corticospinal_Tract_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Corticospinal_Tract_L,mlp,0
b15_V30,b15,V30,Corpus_Callosum_Forceps_Minor : nrdi04L,nrdi04L,Corpus_Callosum_Forceps_Minor,mlp,0
b8_V22,b8,V22,Cingulum_Parahippocampal_R : dti_fa,dti_fa,Cingulum_Parahippocampal_R,mlp,0
b17_V21,b17,V21,Corticospinal_Tract_R : nqa,nqa,Corticospinal_Tract_R,mlp,0
b17_V16,b17,V16,Corticospinal_Tract_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Corticospinal_Tract_R,mlp,0
b44_V14,b44,V14,Thalamic_Radiation_Superior_L : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Superior_L,mlp,0
b21_V2,b21,V2,Frontal_Aslant_Tract_R : MeanLength,MeanLength,Frontal_Aslant_Tract_R,mlp,0
b24_V1,b24,V1,Inferior_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_L,mlp,0
b12_V2,b12,V2,Cingulum_Rarolfactory_R : MeanLength,MeanLength,Cingulum_Rarolfactory_R,mlp,0
b39_V13,b39,V13,Thalamic_Radiation_Anterior_R : Irregularity,Irregularity,Thalamic_Radiation_Anterior_R,mlp,0
b36_V14,b36,V14,Superior_Longitudinal_Fasciculus3_L : AreaOfEndRegion1,AreaOfEndRegion1,Superior_Longitudinal_Fasciculus3_L,mlp,0
b24_V11,b24,V11,Inferior_Longitudinal_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_L,mlp,0
b47_V30,b47,V30,Uncinate_Fasciculus_R : nrdi04L,nrdi04L,Uncinate_Fasciculus_R,mlp,0
b29_V22,b29,V22,Optic_Radiation_R : dti_fa,dti_fa,Optic_Radiation_R,mlp,0
b46_V30,b46,V30,Uncinate_Fasciculus_L : nrdi04L,nrdi04L,Uncinate_Fasciculus_L,mlp,0
b35_V13,b35,V13,Superior_Longitudinal_Fasciculus2_R : Irregularity,Irregularity,Superior_Longitudinal_Fasciculus2_R,mlp,18.12554
b14_V28,b14,V28,Corpus_Callosum_Forceps_Major : rdi,rdi,Corpus_Callosum_Forceps_Major,mlp,0
b37_V5,b37,V5,Superior_Longitudinal_Fasciculus3_R : Elongation,Elongation,Superior_Longitudinal_Fasciculus3_R,mlp,0
b11_V23,b11,V23,Cingulum_Rarolfactory_L : md,md,Cingulum_Rarolfactory_L,mlp,0
b46_V17,b46,V17,Uncinate_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Uncinate_Fasciculus_L,mlp,0
b18_V3,b18,V3,Fornix_L : Span,Span,Fornix_L,mlp,0
b2_V5,b2,V5,Arcuate_Fasciculus_R : Elongation,Elongation,Arcuate_Fasciculus_R,mlp,0
b39_V28,b39,V28,Thalamic_Radiation_Anterior_R : rdi,rdi,Thalamic_Radiation_Anterior_R,mlp,0
b32_V14,b32,V14,Superior_Longitudinal_Fasciculus1_L : AreaOfEndRegion1,AreaOfEndRegion1,Superior_Longitudinal_Fasciculus1_L,mlp,13.32118
b4_V28,b4,V28,Cingulum_Frontal_Parahippocampal_R : rdi,rdi,Cingulum_Frontal_Parahippocampal_R,mlp,0
b34_V2,b34,V2,Superior_Longitudinal_Fasciculus2_L : MeanLength,MeanLength,Superior_Longitudinal_Fasciculus2_L,mlp,0
b34_V29,b34,V29,Superior_Longitudinal_Fasciculus2_L : nrdi02L,nrdi02L,Superior_Longitudinal_Fasciculus2_L,mlp,0
b44_V27,b44,V27,Thalamic_Radiation_Superior_L : iso,iso,Thalamic_Radiation_Superior_L,mlp,0
b47_V11,b47,V11,Uncinate_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Uncinate_Fasciculus_R,mlp,10.48224
b43_V18,b43,V18,Thalamic_Radiation_Posterior_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Thalamic_Radiation_Posterior_R,mlp,0
b43_V9,b43,V9,Thalamic_Radiation_Posterior_R : BranchVolume,BranchVolume,Thalamic_Radiation_Posterior_R,mlp,0
b4_V11,b4,V11,Cingulum_Frontal_Parahippocampal_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Cingulum_Frontal_Parahippocampal_R,mlp,0
b21_V25,b21,V25,Frontal_Aslant_Tract_R : rd,rd,Frontal_Aslant_Tract_R,mlp,0
b32_V29,b32,V29,Superior_Longitudinal_Fasciculus1_L : nrdi02L,nrdi02L,Superior_Longitudinal_Fasciculus1_L,mlp,0
b22_V17,b22,V17,Inferior_Fronto_Occipital_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b27_V10,b27,V10,Middle_Longitudinal_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Middle_Longitudinal_Fasciculus_R,mlp,0
b33_V5,b33,V5,Superior_Longitudinal_Fasciculus1_R : Elongation,Elongation,Superior_Longitudinal_Fasciculus1_R,mlp,0
b39_V31,b39,V31,Thalamic_Radiation_Anterior_R : nrdi06L,nrdi06L,Thalamic_Radiation_Anterior_R,mlp,0
b10_V8,b10,V8,Cingulum_Parahippocampal_Parietal_R : TrunkVolume,TrunkVolume,Cingulum_Parahippocampal_Parietal_R,mlp,0
b29_V11,b29,V11,Optic_Radiation_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Optic_Radiation_R,mlp,7.6433
b25_V3,b25,V3,Inferior_Longitudinal_Fasciculus_R : Span,Span,Inferior_Longitudinal_Fasciculus_R,mlp,0
b2_V11,b2,V11,Arcuate_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Arcuate_Fasciculus_R,mlp,0
b43_V4,b43,V4,Thalamic_Radiation_Posterior_R : Curl,Curl,Thalamic_Radiation_Posterior_R,mlp,0
b14_V6,b14,V6,Corpus_Callosum_Forceps_Major : Diameter,Diameter,Corpus_Callosum_Forceps_Major,mlp,0
b48_V12,b48,V12,Vertical_Occipital_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Vertical_Occipital_Fasciculus_L,mlp,0
b33_V26,b33,V26,Superior_Longitudinal_Fasciculus1_R : gfa,gfa,Superior_Longitudinal_Fasciculus1_R,mlp,0
b37_V20,b37,V20,Superior_Longitudinal_Fasciculus3_R : qa,qa,Superior_Longitudinal_Fasciculus3_R,mlp,0
b19_V19,b19,V19,Fornix_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Fornix_R,mlp,0
b44_V17,b44,V17,Thalamic_Radiation_Superior_L : AreaOfEndRegion2,AreaOfEndRegion2,Thalamic_Radiation_Superior_L,mlp,0.43676
b18_V6,b18,V6,Fornix_L : Diameter,Diameter,Fornix_L,mlp,0
b23_V30,b23,V30,Inferior_Fronto_Occipital_Fasciculus_R : nrdi04L,nrdi04L,Inferior_Fronto_Occipital_Fasciculus_R,mlp,0
b30_V20,b30,V20,Parietal_Aslant_Tract_L : qa,qa,Parietal_Aslant_Tract_L,mlp,0
b22_V11,b22,V11,Inferior_Fronto_Occipital_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b5_V14,b5,V14,Cingulum_Frontal_Parietal_L : AreaOfEndRegion1,AreaOfEndRegion1,Cingulum_Frontal_Parietal_L,mlp,0
b42_V1,b42,V1,Thalamic_Radiation_Posterior_L : NumberOfTracts,NumberOfTracts,Thalamic_Radiation_Posterior_L,mlp,0
b23_V13,b23,V13,Inferior_Fronto_Occipital_Fasciculus_R : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_R,mlp,0
b16_V30,b16,V30,Corticospinal_Tract_L : nrdi04L,nrdi04L,Corticospinal_Tract_L,mlp,0
b13_V27,b13,V27,Corpus_Callosum_Body : iso,iso,Corpus_Callosum_Body,mlp,0
b43_V23,b43,V23,Thalamic_Radiation_Posterior_R : md,md,Thalamic_Radiation_Posterior_R,mlp,0
b45_V13,b45,V13,Thalamic_Radiation_Superior_R : Irregularity,Irregularity,Thalamic_Radiation_Superior_R,mlp,1.96542
b19_V8,b19,V8,Fornix_R : TrunkVolume,TrunkVolume,Fornix_R,mlp,0
b44_V31,b44,V31,Thalamic_Radiation_Superior_L : nrdi06L,nrdi06L,Thalamic_Radiation_Superior_L,mlp,0
b22_V12,b22,V12,Inferior_Fronto_Occipital_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,mlp,0
b43_V3,b43,V3,Thalamic_Radiation_Posterior_R : Span,Span,Thalamic_Radiation_Posterior_R,mlp,0
b44_V1,b44,V1,Thalamic_Radiation_Superior_L : NumberOfTracts,NumberOfTracts,Thalamic_Radiation_Superior_L,mlp,0
b3_V25,b3,V25,Cingulum_Frontal_Parahippocampal_L : rd,rd,Cingulum_Frontal_Parahippocampal_L,mlp,0
b27_V25,b27,V25,Middle_Longitudinal_Fasciculus_R : rd,rd,Middle_Longitudinal_Fasciculus_R,mlp,0
b26_V29,b26,V29,Middle_Longitudinal_Fasciculus_L : nrdi02L,nrdi02L,Middle_Longitudinal_Fasciculus_L,mlp,0
b7_V13,b7,V13,Cingulum_Parahippocampal_L : Irregularity,Irregularity,Cingulum_Parahippocampal_L,mlp,0
b13_V12,b13,V12,Corpus_Callosum_Body : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Corpus_Callosum_Body,mlp,0
b12_V28,b12,V28,Cingulum_Rarolfactory_R : rdi,rdi,Cingulum_Rarolfactory_R,mlp,0
b49_V6,b49,V6,Vertical_Occipital_Fasciculus_R : Diameter,Diameter,Vertical_Occipital_Fasciculus_R,mlp,0
b48_V15,b48,V15,Vertical_Occipital_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Vertical_Occipital_Fasciculus_L,mlp,0
b30_V18,b30,V18,Parietal_Aslant_Tract_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Parietal_Aslant_Tract_L,mlp,10.919
b3_V2,b3,V2,Cingulum_Frontal_Parahippocampal_L : MeanLength,MeanLength,Cingulum_Frontal_Parahippocampal_L,mlp,0
b23_V11,b23,V11,Inferior_Fronto_Occipital_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,mlp,0
b27_V31,b27,V31,Middle_Longitudinal_Fasciculus_R : nrdi06L,nrdi06L,Middle_Longitudinal_Fasciculus_R,mlp,0
b10_V20,b10,V20,Cingulum_Parahippocampal_Parietal_R : qa,qa,Cingulum_Parahippocampal_Parietal_R,mlp,0
b11_V24,b11,V24,Cingulum_Rarolfactory_L : ad,ad,Cingulum_Rarolfactory_L,mlp,11.13738
b36_V25,b36,V25,Superior_Longitudinal_Fasciculus3_L : rd,rd,Superior_Longitudinal_Fasciculus3_L,mlp,0
b5_V16,b5,V16,Cingulum_Frontal_Parietal_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Frontal_Parietal_L,mlp,0
b9_V6,b9,V6,Cingulum_Parahippocampal_Parietal_L : Diameter,Diameter,Cingulum_Parahippocampal_Parietal_L,mlp,0
b13_V23,b13,V23,Corpus_Callosum_Body : md,md,Corpus_Callosum_Body,mlp,0
b10_V1,b10,V1,Cingulum_Parahippocampal_Parietal_R : NumberOfTracts,NumberOfTracts,Cingulum_Parahippocampal_Parietal_R,mlp,0
b31_V17,b31,V17,Parietal_Aslant_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Parietal_Aslant_Tract_R,mlp,0
